,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Emile Heskey,,eng ENG,FW,32-334,82,1,0,0,,,,0,0,,,,,,,0,,
1,Nathan Delfouneso,,eng ENG,"FW,MF",19-312,8,0,0,0,,,,0,0,,,,,,,0,,
2,Stewart Downing,,eng ENG,"FW,MF",26-142,90,1,0,0,,,,0,0,,,,,,,0,,
3,Marc Albrighton,,eng ENG,"DF,FW",21-023,89,0,0,0,,,,0,0,,,,,,,0,,
4,Chris Herd,,au AUS,"DF,MF",21-251,1,0,0,0,,,,0,0,,,,,,,0,,
5,Barry Bannan,,sct SCO,MF,21-010,72,0,0,0,,,,0,0,,,,,,,0,,
6,Nigel Reo-Coker,,eng ENG,MF,26-211,18,0,0,0,,,,0,0,,,,,,,0,,
7,Ashley Young,,eng ENG,"DF,FW",25-155,90,0,1,0,,,,0,0,,,,,,,0,,
8,Jonathan Hogg,,eng ENG,MF,22-005,90,0,0,0,,,,0,0,,,,,,,0,,
9,Stephen Warnock,,eng ENG,DF,28-364,90,0,0,0,,,,0,0,,,,,,,0,,
10,James Collins,,wls WAL,DF,27-110,90,0,0,0,,,,0,0,,,,,,,0,,
11,Carlos Cuéllar,,es ESP,DF,29-110,90,0,0,0,,,,0,0,,,,,,,0,,
12,Eric Lichaj,,us USA,DF,22-024,90,0,0,0,,,,0,0,,,,,,,0,,
13,Brad Friedel,,us USA,GK,39-207,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,2,1,0,,,,0,0,,,,,,,0,,
