,team,matchweek,Match Report
0,Burnley-Stats,Matchweek 38,https://fbref.com/en/matches/e46c4202/Burnley-West-Ham-United-May-21-2017-Premier-League
1,Chelsea-Stats,Matchweek 35,https://fbref.com/en/matches/c0ed0645/Everton-Chelsea-April-30-2017-Premier-League
2,Chelsea-Stats,Matchweek 37,https://fbref.com/en/matches/d5caa61b/West-Bromwich-Albion-Chelsea-May-12-2017-Premier-League
3,Chelsea-Stats,Matchweek 28,https://fbref.com/en/matches/2749f512/Chelsea-Watford-May-15-2017-Premier-League
4,Chelsea-Stats,Matchweek 38,https://fbref.com/en/matches/2b149f28/Chelsea-Sunderland-May-21-2017-Premier-League
5,Crystal-Palace-Stats,Matchweek 2,https://fbref.com/en/matches/be3e02db/Tottenham-Hotspur-Crystal-Palace-August-20-2016-Premier-League
6,Crystal-Palace-Stats,Matchweek 4,https://fbref.com/en/matches/460cc0d3/Middlesbrough-Crystal-Palace-September-10-2016-Premier-League
7,Crystal-Palace-Stats,Matchweek 5,https://fbref.com/en/matches/41d0fbe4/Crystal-Palace-Stoke-City-September-18-2016-Premier-League
8,Crystal-Palace-Stats,Matchweek 6,https://fbref.com/en/matches/a4b57066/Sunderland-Crystal-Palace-September-24-2016-Premier-League
9,Crystal-Palace-Stats,Matchweek 7,https://fbref.com/en/matches/54633ab1/Everton-Crystal-Palace-September-30-2016-Premier-League
10,Crystal-Palace-Stats,Matchweek 8,https://fbref.com/en/matches/608d7dd6/Crystal-Palace-West-Ham-United-October-15-2016-Premier-League
11,Crystal-Palace-Stats,Matchweek 9,https://fbref.com/en/matches/1242968f/Leicester-City-Crystal-Palace-October-22-2016-Premier-League
12,Crystal-Palace-Stats,Matchweek 10,https://fbref.com/en/matches/c1873b0b/Crystal-Palace-Liverpool-October-29-2016-Premier-League
13,Crystal-Palace-Stats,Matchweek 12,https://fbref.com/en/matches/0713dea0/Crystal-Palace-Manchester-City-November-19-2016-Premier-League
14,Crystal-Palace-Stats,Matchweek 13,https://fbref.com/en/matches/99cbc7fa/Swansea-City-Crystal-Palace-November-26-2016-Premier-League
15,Crystal-Palace-Stats,Matchweek 14,https://fbref.com/en/matches/172a9a1a/Crystal-Palace-Southampton-December-3-2016-Premier-League
16,Crystal-Palace-Stats,Matchweek 15,https://fbref.com/en/matches/247883d2/Hull-City-Crystal-Palace-December-10-2016-Premier-League
17,Crystal-Palace-Stats,Matchweek 16,https://fbref.com/en/matches/46ad94b6/Crystal-Palace-Manchester-United-December-14-2016-Premier-League
18,Crystal-Palace-Stats,Matchweek 18,https://fbref.com/en/matches/d275e513/Watford-Crystal-Palace-December-26-2016-Premier-League
19,Crystal-Palace-Stats,Matchweek 20,https://fbref.com/en/matches/b213df24/Crystal-Palace-Swansea-City-January-3-2017-Premier-League
20,Crystal-Palace-Stats,Matchweek 21,https://fbref.com/en/matches/faf2b6c2/West-Ham-United-Crystal-Palace-January-14-2017-Premier-League
21,Crystal-Palace-Stats,Matchweek 22,https://fbref.com/en/matches/c89c1cde/Crystal-Palace-Everton-January-21-2017-Premier-League
22,Crystal-Palace-Stats,Matchweek 24,https://fbref.com/en/matches/501e50db/Crystal-Palace-Sunderland-February-4-2017-Premier-League
23,Crystal-Palace-Stats,Matchweek 25,https://fbref.com/en/matches/c91837f4/Stoke-City-Crystal-Palace-February-11-2017-Premier-League
24,Crystal-Palace-Stats,Matchweek 26,https://fbref.com/en/matches/a9746a6f/Crystal-Palace-Middlesbrough-February-25-2017-Premier-League
25,Crystal-Palace-Stats,Matchweek 27,https://fbref.com/en/matches/80c3d431/West-Bromwich-Albion-Crystal-Palace-March-4-2017-Premier-League
26,Crystal-Palace-Stats,Matchweek 29,https://fbref.com/en/matches/5280c1f6/Crystal-Palace-Watford-March-18-2017-Premier-League
27,Crystal-Palace-Stats,Matchweek 31,https://fbref.com/en/matches/997a77b5/Southampton-Crystal-Palace-April-5-2017-Premier-League
28,Hull-City-Stats,Matchweek 24,https://fbref.com/en/matches/d4011f7a/Hull-City-Liverpool-February-4-2017-Premier-League
29,Liverpool-Stats,Matchweek 22,https://fbref.com/en/matches/d4d1348d/Liverpool-Swansea-City-January-21-2017-Premier-League
30,Liverpool-Stats,Matchweek 24,https://fbref.com/en/matches/d4011f7a/Hull-City-Liverpool-February-4-2017-Premier-League
31,West-Ham-United-Stats,Matchweek 38,https://fbref.com/en/matches/e46c4202/Burnley-West-Ham-United-May-21-2017-Premier-League
